id_material,nombre,compuesto_quimico,aplicacion,fecha_creacion,id_experimento,id_propiedad,temperatura_prueba,presion_aplicada,duracion_experimento,resistencia,elasticidad,conductividad_termica,densidad,diametro_nanoparticulas,espesor_capa,capacidad_absorcion_luz,prediction,features_json
70,Nanodiamantes,Nanopartículas de óxido de terbio (Tb₄O₇),Fibras ópticas,2024-02-11,70,70,8.808594752504872,7.376884221002654,2.580064298247206,4.983311749274333,4.225459145233171,1.2839118511821934,2.211569259684207,0.8599968649962324,2.730324168691304,6.2290472374290475,2,"[4.983311749274333,4.225459145233171,1.2839118511821934]"
71,Nanopartículas de dióxido de titanio,Nanopartículas de óxido de gadolinio (Gd₂O₃),Fósforos,2023-11-15,71,71,11.85772370529502,5.207212391295991,2.8146155980878613,5.537013054749259,3.621822124485575,1.3960983236155888,0.8846277038736828,1.0749960812452906,4.311038161091532,4.693117781624625,2,"[5.537013054749259,3.621822124485575,1.3960983236155888]"
72,Nanopartículas de óxido de europio,Nanopartículas de óxido de prometio (Pm₂O₃),Antibacterianos,2024-08-28,72,72,9.824971070101588,8.24475295288532,3.5182694976098268,4.568035770168138,4.829096165980767,1.5643780322656822,1.2163630928263138,1.4333281083270542,0.7903569962001142,5.802400166372263,2,"[4.568035770168138,4.829096165980767,1.5643780322656822]"
73,Nanopartículas de óxido de circonio,Fullerenos (C₆₀),Fibras ópticas,2024-07-13,73,73,8.808594752504872,5.641146757237324,2.110961698565896,3.8759091383244813,3.923640634859373,3.427919991020419,4.201981593399993,2.5083241895723445,0.5748050881455377,7.5089884505994,1,"[3.8759091383244813,3.923640634859373,3.427919991020419]"
74,Nanopartículas de óxido de tulio,Nanopartículas metálicas (null),Láseres,2023-11-05,74,74,11.180139493563876,6.509015489119989,2.580064298247206,3.5990584855870185,3.923640634859373,1.196655705956219,2.5433046486368376,2.938322622070461,2.874025440727688,6.570364894274475,0,"[3.5990584855870185,3.923640634859373,1.196655705956219]"
75,Nanopartículas de óxido de erbio,Nanopartículas de óxido de holmio (Ho₂O₃),Imanes,2024-05-01,75,75,10.841347387698304,6.942949855061322,3.5182694976098268,3.183782506480824,5.734551697102161,0.891259197665309,2.5433046486368376,2.0066593516578757,2.802174804709496,4.5224589532019115,0,"[3.183782506480824,5.734551697102161,0.891259197665309]"
76,Nanopartículas de óxido de lutecio,Nanopartículas de óxido de prometio (Pm₂O₃),Refuerzo en materiales compuestos,2024-09-23,76,76,9.486178964236016,5.641146757237324,4.925577296653757,2.906931853743361,5.281823931541464,1.9134026131695794,2.1562800281921017,2.2933249733232866,1.437012720363844,5.461082509526836,0,"[2.906931853743361,5.281823931541464,1.9134026131695794]"
77,Nanopartículas de óxido de terbio,Nanopartículas de óxido de gadolinio (Gd₂O₃),Baterías recargables,2024-05-07,77,77,8.131010540773728,5.207212391295991,2.345512998406551,3.0453571801120924,4.225459145233171,0.9473524338820066,2.4327261856526277,2.0066593516578757,0.718506360181922,6.911682551119902,0,"[3.0453571801120924,4.225459145233171,0.9473524338820066]"
78,Nanopartículas de óxido de europio,Nanopartículas de óxido de tulio (Tm₂O₃),Imanes,2023-10-24,78,78,11.85772370529502,6.942949855061322,1.4073077990439307,3.73748381195575,4.829096165980767,1.1467950515413765,3.870246204447362,1.7199937299924648,1.2933114483274597,7.423659036388043,0,"[3.73748381195575,4.829096165980767,1.1467950515413765]"
79,Nanopartículas de óxido de cerio,Nanotubos de carbono ©,Imanes,2023-12-12,79,79,10.841347387698304,4.339343659413326,5.160128596494412,4.983311749274333,4.074549890046272,2.287357521280898,1.3822307873026294,2.7949898112377554,1.077759540272883,5.63174133794955,2,"[4.983311749274333,4.074549890046272,2.287357521280898]"
80,Nanosheets de nitruro de boro,Nanodiamantes ©,Imanes,2024-09-27,80,80,10.502555281832732,5.641146757237324,2.345512998406551,3.3222078328495552,4.678186910793868,1.539447705058261,0.8293384723815775,0.7166640541635271,1.9399671724911896,6.911682551119902,0,"[3.3222078328495552,4.678186910793868,1.539447705058261]"
